POSITION_RANK,SYMBOL,DATA_DATE,CMP,BIAS,NEXT_DAY_SCORE,SWING_SCORE,TECH_SCORE,TECH_SCORE_100,ALIGNED,CONFIDENCE,RSI14,ATR14,ATR_PCT,ATR_PERCENTILE,EMA20,EMA50,EMA200,MACD_HIST,MACD_DELTA,VOL_RATIO20,VOL_PERCENTILE,VWAP20,VWAP_DIST_PCT,DAY_RANGE_PCT,RANGE20_POS,RET1,RET5,RET10,RET20,GAP_PCT,DELIVERY_PCT,PREV_HIGH,PREV_LOW,PREV_CLOSE,WEEK_HIGH,WEEK_LOW,UP_DAY_PCT_3Y,DOWN_DAY_PCT_3Y,AVG_UP_RETURN_3Y,AVG_DOWN_RETURN_3Y,AVG_GAP_PCT_3Y,UP_GAP_FREQ_3Y,DOWN_GAP_FREQ_3Y,AVG_UP_GAP_3Y,AVG_DOWN_GAP_3Y,AVG_GAP_FILL_PCT_3Y,MAX_UP_STREAK_3Y,MAX_DOWN_STREAK_3Y,SIMILAR_SETUPS,HIST_1D_WIN_PCT,HIST_1D_AVG_PCT,HIST_3D_WIN_PCT,HIST_3D_AVG_PCT,HIST_5D_WIN_PCT,HIST_5D_AVG_PCT,HIST_10D_WIN_PCT,HIST_10D_AVG_PCT,HIST_15D_WIN_PCT,HIST_15D_AVG_PCT,HIST_SETUP_QUALITY,HISTORICAL_SCORE,HISTORICAL_QUALITY,PRIMARY_DRIVER,CONFLICTING_SIGNAL,EXPECTED_LOW_PCT,EXPECTED_HIGH_PCT,EXPECTED_LOW_PRICE,EXPECTED_HIGH_PRICE,INVALIDATION,LEVERAGE_RISK,AVG_VALUE20,INTRADAY_STATUS,INTRADAY_BIAS,INTRADAY_SCORE,IN_NEXT_DAY,IN_SWING,OVERLAP,POSITION_SCORE,TRADE_MODE,POSITION_ACTION
1163,BASF,2026-08-28,3848.7,Neutral-Range,56.33,56.14,-2,40,3/10,Low,48.05,106.45,2.77,3.33,3897.23,3803.57,3834.14,-30.0982,-0.174,0.09,0.83,3996.2,-3.69,1.15,0.329,0.07,-1.38,-5.62,5.91,-0.03,49.35,3939.2,3832.1,3846.1,3956.3,3832.1,46.32,49.34,1.73,-1.48,0.17,7.5,5.26,2.01,-1.98,90.09,7,15,16,50.0,-0.44,68.75,1.04,56.25,2.59,75.0,7.02,56.25,1.47,POSITIVE,80.94,STRONG,Liquidity,"Momentum, VWAP, MACD",-2.77,2.77,3742.25,3955.15,3846.1,MODERATE,345402635.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.48,WATCH,WATCH
1164,NAVA,2026-08-28,564.85,Neutral-Range,65.16,57.56,2,60,4/10,Low,47.23,18.32,3.24,34.17,567.58,579.53,593.9,0.524,0.3046,1.54,85.83,571.62,-1.18,4.92,0.356,1.5,1.06,-1.36,2.06,0.45,26.18,570.05,554.4,556.5,583.25,553.0,47.89,47.76,2.16,-1.94,0.16,13.55,7.11,1.79,-3.3,83.15,10,6,77,51.95,0.5,62.34,1.21,59.74,1.93,70.13,4.45,68.83,6.34,POSITIVE,80.45,STRONG,Momentum + Volume + MACD + Liquidity,"Trend, VWAP",-3.24,3.24,546.53,583.17,556.5,HIGH,206526539.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.43,WATCH,WATCH
1165,KCP,2026-08-28,168.69,Neutral-Range,66.2,59.3,3,65,4/10,Low,56.65,7.1,4.21,60.83,163.7,163.37,169.67,2.1151,-0.4078,0.45,15.83,162.99,3.5,4.48,0.627,-0.48,2.97,7.98,4.41,0.11,56.17,175.07,168.2,169.51,180.4,160.73,46.71,49.08,2.03,-1.77,0.22,14.08,8.16,1.85,-2.1,88.22,9,7,25,44.0,0.02,48.0,0.23,56.0,1.89,64.0,4.74,60.0,4.0,POSITIVE,77.0,STRONG,Trend + Momentum + VWAP + RSI,Delivery,-4.21,4.21,161.59,175.79,169.51,HIGH,52469722.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.4,WATCH,WATCH
1166,LTGILTBEES,2026-08-28,29.95,Neutral-Range,55.76,61.8,0,50,2/10,Low,47.99,0.2,0.66,9.17,29.99,29.88,29.41,-0.0194,-0.0002,1.83,96.67,30.0,-0.17,0.33,0.531,0.03,-0.1,-0.56,-0.1,0.1,79.29,30.02,29.93,29.94,30.11,29.35,49.47,35.92,0.16,-0.14,0.28,11.58,3.03,2.04,-2.34,99.5,8,5,100,54.0,0.03,68.0,0.14,69.0,0.18,73.0,0.26,78.0,0.44,STRONG,66.46,POSITIVE,Volume + Delivery,"Momentum, MACD",-0.66,0.66,29.75,30.15,29.94,LOW,37165008.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.38,WATCH,WATCH
1167,SILVERAG,2026-08-28,234.83,Bullish,63.5,74.07,6,80,6/10,Low,60.85,5.2,2.21,15.0,227.4,225.38,217.89,0.8757,-0.0893,1.66,87.5,227.42,3.26,2.46,0.857,1.76,-1.03,4.38,11.66,-0.07,42.42,233.27,227.83,230.77,239.0,227.83,54.03,40.73,2.61,-2.65,0.44,33.87,16.94,2.84,-3.17,54.69,10,4,7,71.43,0.8,57.14,0.61,57.14,1.72,57.14,4.72,100.0,12.26,INSUFFICIENT,50.0,INSUFFICIENT,Trend + Momentum + Volume + Structure,None material,0.77,3.32,236.65,242.62,227.42,MODERATE,60662560.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.27,WATCH,WATCH
1168,INDIGO,2026-08-28,5166.0,Neutral-Range,56.69,59.55,-1,45,2/10,Low,46.28,103.95,2.01,0.83,5222.48,5149.31,4971.21,-15.977,0.3431,0.52,20.83,5269.57,-1.97,1.21,0.244,-0.44,1.1,-2.71,-0.1,0.19,43.02,5258.5,5178.0,5189.0,5280.0,5055.5,51.18,44.61,1.43,-1.38,0.09,11.32,10.0,1.96,-2.17,69.54,12,7,100,56.0,0.18,63.0,0.61,64.0,1.15,73.0,2.0,69.0,2.87,POSITIVE,75.55,STRONG,Liquidity,"Structure, VWAP",-2.01,2.01,5062.05,5269.95,5189.0,MODERATE,2621751424.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.26,WATCH,WATCH
1169,MPSLTD,2026-08-28,2677.9,Neutral-Range,57.75,60.23,-2,40,4/10,Low,50.51,105.24,3.93,30.83,2723.79,2482.42,2100.78,-51.8022,-0.5599,0.33,16.67,2825.52,-5.22,1.95,0.099,0.67,-7.59,-4.66,-0.67,0.0,56.13,2725.9,2651.0,2660.2,2939.0,2650.0,45.26,50.39,2.21,-1.75,0.22,14.87,8.55,1.92,-1.99,87.17,9,10,21,52.38,-0.02,85.71,2.68,71.43,2.58,71.43,3.8,85.71,8.17,STRONG,85.0,STRONG,Delivery + Liquidity,"Momentum, Structure, VWAP",-3.93,3.93,2572.66,2783.14,2660.2,HIGH,115744054.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.14,WATCH,WATCH
1170,MAZDOCK,2026-08-28,2555.0,Neutral-Range,63.75,56.58,3,65,4/10,Low,55.29,61.55,2.41,17.5,2535.98,2489.69,2528.05,0.1407,-4.2677,0.4,5.0,2552.91,0.08,2.05,0.647,-1.28,0.12,-0.97,7.27,-0.19,40.66,2634.0,2583.1,2588.0,2656.8,2520.0,46.58,49.21,2.33,-2.0,0.2,12.63,6.32,2.2,-3.88,75.49,7,6,8,50.0,0.58,62.5,1.95,50.0,2.77,50.0,2.57,37.5,-0.37,MIXED,70.0,STRONG,Trend + Momentum + RSI + Liquidity,Structure,-2.41,2.41,2493.45,2616.55,2588.0,MODERATE,2476888327.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.1,WATCH,WATCH
1171,MAKEINDIA,2026-08-28,168.4,Neutral-Range,52.18,62.1,-2,40,4/10,Low,59.05,2.17,1.29,8.33,167.73,165.32,158.47,-0.2458,-0.0143,1.24,80.83,168.66,-0.16,0.75,0.419,-0.28,0.38,-0.25,1.29,0.1,87.2,170.24,165.55,168.87,171.5,165.55,53.95,41.45,0.72,-0.77,1.11,46.45,3.68,2.35,-2.06,95.64,11,6,100,51.0,0.01,58.0,0.3,65.0,0.59,71.0,1.03,72.0,1.09,STRONG,69.08,POSITIVE,Trend + RSI,"Momentum, Volume, MACD",-1.29,1.29,166.23,170.57,168.87,LOW,9223417.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,59.05,WATCH,WATCH
1172,HDFCNEXT50,2026-08-28,75.73,Neutral-Range,53.7,61.67,-1,45,3/10,Low,55.55,1.08,1.42,0.83,75.51,74.5,71.91,-0.0914,-0.0092,0.13,5.83,75.63,0.14,1.0,0.395,-0.24,0.42,-0.42,0.72,0.49,74.31,76.41,75.51,75.91,76.69,75.17,55.13,40.26,0.77,-1.17,0.23,17.89,6.71,1.94,-3.77,92.72,11,6,100,54.0,-0.03,55.0,0.22,61.0,0.55,66.0,1.34,67.0,1.36,POSITIVE,67.01,POSITIVE,Trend + RSI,"Momentum, MACD, Delivery",-1.42,1.42,74.65,76.81,75.91,LOW,34789627.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.86,WATCH,WATCH
1173,PGIL,2026-08-28,2314.3,Neutral-Range,59.94,62.46,0,50,3/10,Low,55.01,82.24,3.55,5.83,2302.71,2145.02,1776.27,-25.6158,-0.535,0.12,0.83,2389.82,-3.16,1.88,0.525,0.85,-3.01,-6.48,12.08,0.0,38.03,2315.2,2262.0,2294.8,2431.6,2262.0,48.68,47.11,2.6,-2.28,0.23,21.97,10.79,2.2,-3.01,85.29,8,8,100,53.0,0.41,62.0,1.47,64.0,2.07,60.0,3.25,65.0,4.89,POSITIVE,78.4,STRONG,Trend + RSI + Liquidity,"Momentum, VWAP, MACD",-3.55,3.55,2232.06,2396.54,2294.8,HIGH,481977058.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.82,WATCH,WATCH
1174,SKIPPER,2026-08-28,546.25,Neutral-Range,63.34,61.49,2,60,2/10,Low,51.05,22.1,4.04,20.83,545.27,535.7,486.89,1.2598,-0.9212,0.58,24.17,548.56,-0.42,3.52,0.489,-2.12,-1.4,3.98,3.51,-0.03,47.5,566.75,545.3,558.1,588.0,538.1,46.05,49.47,2.61,-2.09,0.3,16.97,8.29,2.11,-2.72,80.61,6,7,100,54.0,0.28,54.0,1.03,57.0,1.84,58.0,3.34,59.0,3.49,POSITIVE,75.25,STRONG,Trend + Liquidity,None material,-4.04,4.04,524.15,568.35,558.1,HIGH,473832433.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.76,WATCH,WATCH
1175,M&M,2026-08-28,3334.0,Neutral-Range,53.05,58.18,-2,40,4/10,Low,47.11,63.74,1.91,3.33,3378.63,3301.27,3265.74,-20.8469,-2.7243,0.98,70.83,3428.77,-2.76,1.49,0.138,0.12,-2.29,-2.75,-1.9,0.03,57.09,3420.0,3330.0,3330.0,3453.9,3330.0,50.0,45.79,1.46,-1.34,0.07,7.5,7.63,1.97,-1.95,72.66,8,8,15,66.67,-0.11,40.0,-0.84,53.33,-0.19,73.33,3.25,86.67,6.42,MIXED,71.57,STRONG,Delivery + Liquidity,"Momentum, Structure, VWAP",-1.91,1.91,3270.26,3397.74,3330.0,LOW,6116529254.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.76,WATCH,WATCH
1176,ARVINDFASN,2026-08-28,450.65,Bullish,64.09,59.32,4,70,4/10,Low,50.77,13.09,2.91,3.33,447.44,453.6,462.26,1.3141,0.5567,0.78,51.67,445.55,1.15,2.7,0.6,0.28,0.51,0.63,0.14,0.28,62.35,451.05,437.05,449.4,455.75,434.95,45.92,49.61,1.88,-1.61,0.19,12.11,6.97,2.03,-2.32,86.83,9,8,100,42.0,0.14,52.0,0.34,53.0,1.03,56.0,1.82,42.0,1.32,MIXED,64.55,POSITIVE,Momentum + VWAP + MACD + Delivery,None material,1.02,4.36,455.23,470.29,437.05,MODERATE,99679425.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.66,WATCH,WATCH
1177,DHARMAJ,2026-08-28,270.45,Neutral-Range,62.75,62.84,2,60,3/10,Low,52.26,8.22,3.04,16.67,269.19,267.49,264.19,-0.3678,0.0913,0.22,5.0,271.78,-0.49,0.94,0.482,-0.13,0.17,0.11,0.97,-0.2,79.83,273.0,265.65,270.8,278.0,256.9,47.24,48.42,2.04,-1.86,0.06,14.87,12.24,1.91,-2.35,82.17,8,6,100,45.0,0.25,50.0,0.57,52.0,1.53,62.0,3.14,57.0,3.13,MIXED,73.58,STRONG,Trend + Momentum + RSI,Delivery,-3.04,3.04,262.23,278.67,270.8,HIGH,25754005.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.57,WATCH,WATCH
1178,BANCOINDIA,2026-08-28,624.4,Neutral-Range,56.68,57.14,-1,45,2/10,Low,45.33,16.04,2.57,0.83,631.11,638.88,636.23,-0.0066,0.3524,0.36,6.67,637.8,-2.1,1.84,0.222,0.12,0.11,1.02,-2.02,0.1,50.66,630.7,621.25,623.65,631.0,609.9,45.66,50.0,2.51,-2.06,0.2,16.58,8.42,2.32,-3.41,80.1,10,7,25,36.0,-0.32,52.0,0.61,60.0,1.24,68.0,2.69,60.0,1.36,POSITIVE,75.52,STRONG,Delivery,"Trend, VWAP",-2.57,2.57,608.36,640.44,623.65,MODERATE,98440729.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.53,WATCH,WATCH
1179,DOLPHIN,2026-08-28,612.55,Neutral-Range,63.49,65.98,0,50,2/10,Low,73.42,33.77,5.51,75.83,546.14,474.7,425.21,5.7946,-3.4403,0.33,40.83,546.4,12.11,5.52,0.795,-2.49,-5.05,20.56,55.55,0.0,58.49,640.0,613.0,628.2,669.95,597.4,55.26,40.26,2.5,-2.61,0.76,48.42,15.13,2.57,-3.24,53.89,28,12,100,84.0,0.58,85.0,1.72,81.0,2.45,72.0,6.07,66.0,7.11,STRONG,88.55,STRONG,Trend + VWAP,"Structure, Delivery",-5.51,5.51,578.78,646.32,628.2,VERY_HIGH,77811917.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.48,WATCH,WATCH
1180,MAFANG,2026-08-28,207.13,Neutral-Range,57.87,62.35,2,60,4/10,Low,58.01,2.21,1.07,1.67,204.63,199.43,181.2,-0.4588,-0.0019,0.23,9.17,206.5,0.31,0.0,0.788,0.28,0.17,-0.13,11.52,0.28,100.0,206.55,206.55,206.55,206.94,205.29,53.16,41.45,1.19,-1.12,0.38,27.11,11.18,1.98,-2.27,54.12,11,9,100,58.0,0.36,61.0,0.59,59.0,0.85,53.0,0.51,56.0,1.4,POSITIVE,59.64,POSITIVE,Trend + Structure + RSI + Delivery,"Momentum, MACD",-1.07,1.07,204.92,209.34,206.55,LOW,53061642.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.48,WATCH,WATCH
1181,CARERATING,2026-08-28,1682.1,Neutral-Range,59.8,62.5,2,60,3/10,Low,49.79,50.29,2.99,16.67,1681.37,1678.98,1627.17,-7.5019,3.5833,0.56,29.17,1697.55,-0.91,3.13,0.492,2.96,0.46,-2.06,-1.6,0.02,63.4,1673.8,1631.0,1633.7,1734.9,1590.2,45.92,49.74,1.8,-1.44,0.16,13.95,8.95,1.83,-1.74,89.26,6,7,100,54.0,0.17,48.0,0.6,54.0,0.6,61.0,1.87,48.0,2.35,MIXED,65.13,POSITIVE,Trend + Structure + Delivery,VWAP,-2.99,2.99,1631.81,1732.39,1633.7,MODERATE,83645857.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.47,WATCH,WATCH
1182,ARE&M,2026-08-28,921.35,Neutral-Range,58.62,55.36,0,50,1/10,Low,51.28,22.64,2.46,0.83,922.32,901.79,888.08,-4.8815,0.4294,0.45,40.83,950.57,-3.07,2.64,0.235,1.04,0.17,-2.6,1.2,0.05,33.97,926.35,910.1,911.9,934.7,910.1,44.44,51.44,1.74,-1.35,0.29,11.66,4.12,2.07,-3.06,81.84,7,8,8,75.0,1.25,62.5,3.75,62.5,3.6,62.5,0.37,37.5,-1.77,POSITIVE,74.63,STRONG,Liquidity,VWAP,-2.46,2.46,898.71,943.99,911.9,MODERATE,1185132921.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.35,WATCH,WATCH
1183,UNIONBANK,2026-08-28,186.0,Neutral-Range,59.06,64.59,2,60,4/10,Low,58.97,4.49,2.41,7.5,182.88,177.78,168.87,-0.3633,-0.0532,0.32,2.5,183.99,1.09,1.2,0.698,0.81,1.39,-0.74,8.62,0.11,45.35,189.64,184.08,184.5,192.33,181.4,49.61,45.79,1.75,-1.65,0.2,13.16,6.97,1.77,-2.38,65.42,6,7,100,51.0,-0.04,54.0,0.11,54.0,0.25,59.0,1.87,68.0,3.15,MIXED,63.03,POSITIVE,Trend + VWAP + RSI + Liquidity,"Momentum, MACD",-2.41,2.41,181.51,190.49,184.5,MODERATE,2080248133.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.35,WATCH,WATCH
1184,PHOENIXLTD,2026-08-28,1917.0,Neutral-Range,61.43,61.66,3,65,4/10,Low,45.85,41.37,2.16,0.83,1930.76,1929.75,1822.96,1.5347,0.13,0.7,42.5,1922.14,-0.27,1.47,0.475,0.8,-0.67,1.43,1.25,0.06,59.27,1944.8,1897.2,1901.7,1959.6,1897.2,48.03,47.76,1.89,-1.79,-0.01,11.18,10.66,1.74,-2.6,83.61,6,6,100,45.0,0.09,46.0,-0.37,61.0,0.39,61.0,1.03,61.0,2.13,POSITIVE,63.38,POSITIVE,Momentum + MACD + Delivery + Liquidity,Trend,-2.16,2.16,1875.63,1958.37,1901.7,MODERATE,698180112.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.27,WATCH,WATCH
1185,TIINDIA,2026-08-28,2840.0,Neutral-Range,54.8,57.15,-2,40,3/10,Low,48.02,83.3,2.93,0.83,2854.56,2884.07,2875.35,8.9942,-4.2288,0.26,2.5,2880.84,-1.42,1.89,0.51,-1.05,-1.59,3.9,3.16,0.0,52.75,2879.4,2835.6,2870.0,2949.0,2835.6,45.66,50.13,1.82,-1.65,0.07,7.37,6.97,1.8,-2.2,84.56,7,11,18,38.89,-0.13,55.56,0.58,61.11,1.38,77.78,1.86,61.11,2.62,POSITIVE,76.57,STRONG,Liquidity,"Trend, VWAP, Delivery",-2.93,2.93,2756.7,2923.3,2870.0,MODERATE,1377776242.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.23,WATCH,WATCH
1186,AONEGOLD,2026-08-28,14.73,Bullish,62.53,62.85,4,70,4/10,Low,66.07,0.31,2.07,20.0,14.33,13.98,13.43,0.0431,-0.0209,0.5,14.17,14.33,2.83,2.12,0.745,0.55,-0.41,4.47,11.09,-0.14,37.05,15.05,14.47,14.65,15.25,14.47,49.8,43.43,1.39,-1.22,0.76,38.65,9.56,2.25,-2.47,85.29,6,4,20,40.0,0.15,45.0,1.42,45.0,1.19,50.0,1.77,50.0,2.18,MIXED,60.09,POSITIVE,Trend + Momentum + VWAP + RSI,None material,0.72,3.11,14.84,15.19,14.33,MODERATE,8327631.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.14,WATCH,WATCH
1187,ORBTEXP,2026-08-28,243.62,Neutral-Range,63.99,62.54,3,65,4/10,Low,54.06,9.92,4.07,10.0,239.06,230.58,201.77,-1.027,0.72,0.22,20.0,250.37,-2.7,3.35,0.347,1.89,8.22,3.26,1.03,-0.5,,242.0,237.0,239.09,242.0,225.01,44.87,50.66,2.63,-2.12,0.33,27.11,17.89,2.44,-2.14,84.59,8,10,23,47.83,1.46,65.22,1.83,56.52,0.91,65.22,2.36,52.17,-0.26,POSITIVE,70.69,STRONG,Trend + Momentum + Structure + RSI,VWAP,-4.07,4.07,233.7,253.54,239.09,HIGH,6422869.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.13,WATCH,WATCH
1188,EVIETF,2026-08-28,33.67,Neutral-Range,57.51,62.37,2,60,3/10,Low,58.38,0.64,1.89,14.17,33.52,32.7,31.02,-0.1435,0.01,0.52,10.0,33.88,-0.61,2.57,0.27,0.48,-0.06,-1.32,2.68,0.18,47.7,34.19,33.32,33.51,34.19,33.29,47.59,47.31,0.92,-0.76,0.55,22.95,8.22,2.14,-2.05,94.1,7,5,88,50.0,0.13,54.55,0.24,55.68,0.34,57.95,0.62,55.68,0.94,POSITIVE,58.61,POSITIVE,Trend + Momentum + RSI,VWAP,-1.89,1.89,33.03,34.31,33.51,LOW,9013692.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.12,WATCH,WATCH
1189,BIL,2026-08-28,857.7,Neutral-Range,59.51,61.54,0,50,3/10,Low,62.4,33.9,3.95,3.33,826.75,792.52,763.49,-0.0094,-0.073,1.6,79.17,839.08,2.22,5.24,0.792,-1.09,3.2,2.42,15.81,0.57,79.13,877.4,845.75,867.15,877.4,827.4,46.84,48.03,2.52,-1.98,0.58,36.05,18.55,2.93,-2.63,83.98,16,10,97,50.52,0.14,53.61,1.04,60.82,1.57,61.86,3.24,60.82,3.47,POSITIVE,77.18,STRONG,Trend + VWAP + RSI,"Momentum, MACD, Delivery",-3.95,3.95,823.8,891.6,867.15,HIGH,11383966.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.11,WATCH,WATCH
1190,LUPIN,2026-08-28,2171.5,Neutral-Range,54.65,57.09,-2,40,4/10,Low,29.96,44.36,2.04,23.33,2251.52,2311.22,2257.67,-7.0368,2.2296,0.32,0.83,2292.26,-5.27,1.24,0.091,0.62,-1.38,-2.84,-10.08,0.32,54.24,2186.1,2144.7,2158.1,2237.9,2144.7,51.05,44.47,1.19,-1.15,0.17,7.37,5.39,1.82,-1.77,80.96,8,7,100,53.0,0.35,68.0,0.92,63.0,1.52,71.0,2.04,66.0,2.99,POSITIVE,76.14,STRONG,Delivery + Liquidity,"Trend, Momentum, Structure",-2.04,2.04,2127.14,2215.86,2158.1,MODERATE,2497055188.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.06,WATCH,WATCH
1191,GPPL,2026-08-28,168.75,Bullish,63.12,60.5,4,70,4/10,Low,74.43,3.85,2.28,23.33,160.47,156.59,159.15,1.3048,-0.144,0.44,1.67,159.65,5.7,1.27,0.806,-0.21,3.19,6.35,12.3,0.27,48.7,172.43,168.43,169.1,173.8,162.96,47.5,48.29,1.72,-1.57,0.27,11.97,6.18,2.05,-2.07,76.85,7,8,100,52.0,0.15,51.0,0.47,50.0,0.57,56.0,1.85,57.0,2.63,MIXED,61.78,POSITIVE,Trend + Structure + VWAP + Liquidity,None material,0.8,3.42,170.1,174.52,159.65,MODERATE,395232592.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.03,WATCH,WATCH
1192,QMSMEDI,2026-08-28,151.89,Neutral-Range,63.55,63.66,3,65,3/10,Low,77.23,7.04,4.64,39.17,135.42,120.46,101.33,1.7631,-0.3456,0.24,9.17,134.78,12.7,2.44,0.92,0.01,2.36,15.14,32.55,0.08,,155.5,149.0,151.88,155.5,141.22,41.86,51.14,2.8,-2.18,0.42,31.76,21.53,3.05,-2.63,71.88,7,6,43,41.86,-0.19,53.49,0.72,48.84,0.35,67.44,3.08,67.44,6.35,MIXED,69.42,POSITIVE,Trend + Structure + VWAP,None material,-4.64,4.64,144.85,158.93,151.88,HIGH,5984760.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,58.02,WATCH,WATCH
1193,APOLLOPIPE,2026-08-28,631.0,Neutral-Range,63.42,63.76,3,65,4/10,Low,70.56,25.24,4.0,37.5,576.76,534.95,455.68,9.677,-2.2838,0.34,27.5,574.54,9.83,3.51,0.77,-1.18,4.9,23.52,22.38,0.0,38.59,667.65,635.7,638.55,668.8,597.1,40.13,55.53,2.09,-1.47,0.11,11.97,8.55,1.81,-2.05,91.69,5,9,83,31.33,0.12,37.35,0.47,48.19,1.26,56.63,3.08,65.06,5.44,MIXED,69.05,POSITIVE,Trend + Momentum + VWAP + Liquidity,Structure,-4.0,4.0,605.76,656.24,638.55,HIGH,349356422.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,57.92,WATCH,WATCH
1194,STYL,2026-08-28,402.1,Neutral-Range,62.79,65.51,3,65,3/10,Low,57.62,19.0,4.72,48.33,391.32,365.69,322.17,-1.9152,0.4059,0.76,58.33,400.44,0.42,3.81,0.621,0.54,2.43,-1.52,16.16,-0.24,38.61,410.95,396.7,399.95,410.95,382.0,43.88,50.21,2.29,-1.95,0.15,19.83,10.55,1.86,-2.45,86.85,6,12,33,39.39,0.73,54.55,1.89,54.55,1.04,66.67,1.42,78.79,5.03,MIXED,67.27,POSITIVE,Trend + Momentum + RSI,None material,-4.72,4.72,383.1,421.1,399.95,HIGH,68983092.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,57.81,WATCH,WATCH
1195,BFSI,2026-08-28,27.31,Neutral-Range,53.76,57.9,-1,45,2/10,Low,47.97,0.53,1.95,29.17,27.37,27.34,27.23,-0.0018,0.0002,0.15,5.0,27.43,-0.45,3.17,0.369,-0.36,0.0,0.04,-1.09,2.48,59.55,27.71,26.79,27.41,27.71,26.79,49.74,45.13,0.73,-0.71,0.64,34.47,8.29,2.14,-2.41,96.31,12,6,33,57.58,0.02,60.61,0.05,60.61,0.3,69.7,1.34,72.73,1.91,POSITIVE,67.17,POSITIVE,Gap,"Trend, Delivery",-1.95,1.95,26.78,27.84,27.41,LOW,14616580.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,57.79,WATCH,WATCH
1196,AMANTA,2026-08-28,185.1,Neutral-Range,62.07,62.45,2,60,4/10,Low,57.35,6.63,3.58,18.33,178.63,167.89,141.92,1.7481,-0.8365,0.93,69.17,179.98,2.84,0.87,0.632,-1.13,-5.46,18.4,9.71,-2.0,,187.21,187.21,187.21,205.57,186.0,43.25,51.59,2.49,-1.82,-0.01,18.65,20.63,2.05,-1.91,74.54,7,6,37,40.54,-0.05,48.65,0.4,45.95,1.66,62.16,3.04,62.16,5.6,MIXED,71.64,STRONG,Trend + Momentum + VWAP + RSI,"Structure, Gap",-3.58,3.58,178.47,191.73,187.21,HIGH,18700872.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,57.77,WATCH,WATCH
1197,CRAMC,2026-08-28,259.9,Neutral-Range,59.08,62.13,2,60,2/10,Low,51.4,6.87,2.64,1.67,259.07,257.44,263.24,-0.0238,0.0609,0.63,38.33,260.11,-0.08,2.11,0.48,0.39,-1.81,1.44,-0.52,-0.35,55.61,261.0,256.05,258.9,267.5,255.0,42.48,51.33,2.02,-1.73,0.15,13.72,9.73,2.39,-2.04,76.94,4,8,8,25.0,-0.29,62.5,1.4,75.0,1.36,62.5,-1.37,62.5,-1.24,STRONG,63.09,POSITIVE,Trend + Delivery,None material,-2.64,2.64,253.03,266.77,258.9,MODERATE,73978534.0,NOT_AVAILABLE,NOT_AVAILABLE,,False,False,False,57.64,WATCH,WATCH
